ID_ученика,Класс,Район,Средний_балл,Часы_самоподготовки_в_неделю,Посещаемость_%,Уверенность_в_себе,Уровень_стресса_перед_экзаменом,Пропущенные_дни,Тип_школы,Рез_экзамена,Индекс_качества_школы,Стабильность_преподавателей,Доступ_к_ресурсам,Образовательная_среда
913,11,Фирдавси,3.97,7,71.955,4.0,7.0,11,Обычная школа,1,0.2841,0.2115,0.4389,0.5167
914,11,Исмоили Сомони,4.669,15,80.36,5.0,2.0,11,Лицей/гимназия,1,0.6231,0.4866,0.4214,0.5604
915,11,Фирдавси,4.516,10,78.897,6.0,3.0,9,Обычная школа,1,0.5207,0.162,0.4442,0.3976
916,11,Шохмансур,3.504,12,78.352,3.0,7.0,12,Обычная школа,0,0.2591,0.1945,0.1653,0.332
917,11,Сино,3.878,5,70.47,4.0,5.0,10,Обычная школа,0,0.388,0.0039,0.4426,0.4479
918,11,Сино,4.196,5,67.18,4.0,6.0,15,Обычная школа,1,0.6317,0.3707,0.6094,0.4706
919,11,Шохмансур,3.548,12,77.337,2.0,7.0,8,Обычная школа,0,0.2217,0.138,0.1541,0.2003
920,11,Исмоили Сомони,3.539,18,84.004,4.0,6.0,7,Обычная школа,1,0.4066,0.2341,0.3702,0.2887
921,11,Фирдавси,4.012,10,75.412,3.0,7.0,12,Обычная школа,1,0.3111,0.2791,0.4104,0.3556
922,11,Шохмансур,3.617,11,76.046,4.0,6.0,12,Обычная школа,0,0.4923,0.0973,0.4972,0.5588
923,11,Исмоили Сомони,4.693,19,92.148,5.0,3.0,0,Лицей/гимназия,1,0.5824,0.3241,0.5777,0.6192
924,11,Фирдавси,4.17,17,78.872,5.0,6.0,13,Обычная школа,1,0.4468,0.1906,0.5903,0.3019
925,11,Фирдавси,4.206,23,86.527,5.0,4.0,7,Лицей/гимназия,1,0.4736,0.3729,0.2875,0.4838
926,11,Исмоили Сомони,3.72,16,79.817,5.0,5.0,13,Обычная школа,1,0.3002,0.2369,0.2279,0.2328
927,11,Шохмансур,4.149,22,94.112,5.0,5.0,3,Лицей/гимназия,0,0.5105,0.2816,0.3773,0.566
928,11,Шохмансур,4.824,15,80.503,6.0,4.0,8,Лицей/гимназия,1,0.6724,0.4668,0.613,0.3166
929,11,Исмоили Сомони,4.242,15,83.298,4.0,6.0,10,Лицей/гимназия,1,0.2776,0.3386,0.2675,0.192
930,11,Сино,4.335,14,80.752,5.0,4.0,13,Лицей/гимназия,1,0.3729,0.3852,0.2621,0.4958
931,11,Фирдавси,4.981,16,79.854,7.0,4.0,8,Лицей/гимназия,1,0.6898,0.3216,0.5792,0.5657
932,11,Сино,4.141,5,73.342,6.0,3.0,12,Лицей/гимназия,0,0.3989,0.2953,0.4455,0.3515
933,11,Шохмансур,3.856,14,82.62,3.0,7.0,5,Обычная школа,1,0.192,0.0292,0.2442,0.4228
934,11,Сино,4.046,14,80.216,7.0,6.0,10,Лицей/гимназия,1,0.6003,0.374,0.4078,0.571
935,11,Шохмансур,4.171,16,85.889,5.0,4.0,5,Обычная школа,1,0.5485,0.2679,0.5403,0.4534
936,11,Сино,4.302,9,74.75,5.0,5.0,14,Лицей/гимназия,0,0.5205,0.2625,0.6056,0.3574
937,11,Сино,4.448,20,89.937,6.0,5.0,6,Лицей/гимназия,1,0.4688,0.393,0.3223,0.5176
938,11,Фирдавси,4.569,14,75.973,6.0,3.0,13,Лицей/гимназия,1,0.5293,0.2989,0.5317,0.5126
939,11,Сино,4.362,15,81.659,4.0,6.0,10,Обычная школа,1,0.5778,0.3273,0.5178,0.4413
940,11,Сино,3.933,13,76.107,4.0,5.0,13,Обычная школа,0,0.3841,0.1134,0.361,0.2687
941,11,Исмоили Сомони,4.271,19,84.42,5.0,4.0,10,Лицей/гимназия,1,0.4556,0.1661,0.3678,0.5349
942,11,Исмоили Сомони,4.181,10,83.464,6.0,3.0,12,Лицей/гимназия,0,0.4565,0.2116,0.4805,0.4895
943,11,Фирдавси,3.836,7,71.862,4.0,5.0,13,Обычная школа,1,0.1704,0.0,0.1878,0.4849
944,11,Шохмансур,4.154,12,80.184,5.0,4.0,9,Обычная школа,1,0.4707,0.3624,0.3886,0.4671
945,11,Сино,4.352,19,86.316,5.0,5.0,9,Лицей/гимназия,1,0.5324,0.4691,0.4795,0.4177
946,11,Исмоили Сомони,4.101,9,79.645,7.0,4.0,8,Лицей/гимназия,1,0.555,0.4522,0.1864,0.5193
947,11,Сино,3.889,12,81.865,4.0,5.0,13,Обычная школа,1,0.5516,0.5275,0.2141,0.4126
948,11,Шохмансур,3.869,5,68.363,5.0,6.0,15,Обычная школа,0,0.2614,0.2033,0.2195,0.3719
949,11,Шохмансур,4.095,11,69.194,3.0,6.0,11,Обычная школа,1,0.4069,0.2566,0.2212,0.2616
950,11,Фирдавси,3.485,18,84.647,4.0,6.0,9,Обычная школа,0,0.2659,0.2196,0.3252,0.3454
951,11,Шохмансур,3.769,7,68.947,4.0,4.0,14,Обычная школа,0,0.3644,0.2295,0.1542,0.4447
952,11,Фирдавси,4.149,11,83.389,5.0,5.0,10,Обычная школа,1,0.3954,0.1867,0.5103,0.6709
953,11,Исмоили Сомони,4.797,18,84.282,6.0,4.0,8,Лицей/гимназия,1,0.6396,0.3022,0.5316,0.6448
954,11,Шохмансур,3.543,6,70.227,3.0,7.0,13,Обычная школа,0,0.2447,0.0799,0.0294,0.2411
955,11,Исмоили Сомони,4.896,14,80.116,7.0,4.0,9,Лицей/гимназия,1,0.7232,0.2675,0.6636,0.4589
956,11,Исмоили Сомони,4.295,13,78.244,7.0,4.0,12,Обычная школа,1,0.3961,0.3246,0.5321,0.5831
957,11,Сино,4.321,14,77.973,7.0,4.0,7,Лицей/гимназия,1,0.624,0.5528,0.3214,0.5509
958,11,Шохмансур,4.087,14,82.879,4.0,5.0,7,Обычная школа,1,0.3621,0.2014,0.551,0.4641
959,11,Сино,4.169,12,78.983,4.0,5.0,8,Обычная школа,1,0.2919,0.2428,0.4408,0.5021
960,11,Сино,4.174,16,87.879,6.0,4.0,8,Обычная школа,1,0.4558,0.3217,0.2793,0.407
961,11,Сино,4.202,13,79.46,4.0,4.0,11,Обычная школа,1,0.4355,0.2257,0.4003,0.4681
962,11,Сино,3.902,8,68.97,3.0,5.0,14,Обычная школа,0,0.3771,0.1993,0.3748,0.278
963,11,Фирдавси,4.554,18,90.328,6.0,3.0,9,Лицей/гимназия,1,0.6372,0.3807,0.5822,0.5668
964,11,Фирдавси,3.507,6,69.692,3.0,7.0,13,Обычная школа,0,0.3484,0.296,0.2618,0.442
965,11,Исмоили Сомони,3.325,15,78.085,3.0,6.0,12,Обычная школа,0,0.2093,0.0205,0.2904,0.3351
966,11,Сино,4.121,10,72.7,3.0,5.0,9,Обычная школа,0,0.3668,0.3028,0.3703,0.4771
967,11,Сино,4.365,10,78.678,6.0,5.0,11,Лицей/гимназия,1,0.4475,0.1038,0.3763,0.6678
968,11,Фирдавси,3.586,13,75.138,4.0,7.0,10,Обычная школа,0,0.4199,0.1287,0.342,0.3273
969,11,Шохмансур,3.68,9,76.191,4.0,5.0,11,Обычная школа,0,0.2895,0.0504,0.4087,0.353
970,11,Фирдавси,3.804,9,74.982,3.0,6.0,12,Обычная школа,0,0.1746,0.2308,0.2849,0.3251
971,11,Сино,4.526,6,72.817,6.0,4.0,11,Лицей/гимназия,1,0.4055,0.0973,0.3676,0.404
972,11,Шохмансур,3.995,16,78.898,4.0,6.0,9,Обычная школа,0,0.3874,0.2861,0.1309,0.2781
973,11,Исмоили Сомони,3.747,9,68.665,4.0,6.0,17,Обычная школа,0,0.3912,0.2281,0.3128,0.3373
974,11,Шохмансур,3.172,5,73.602,3.0,7.0,16,Обычная школа,0,0.2618,0.0407,0.0,0.53
975,11,Сино,4.589,16,81.838,6.0,4.0,11,Лицей/гимназия,0,0.5025,0.3006,0.4608,0.4371
976,11,Шохмансур,4.18,10,77.746,5.0,6.0,12,Обычная школа,0,0.389,0.3008,0.4273,0.4437
977,11,Исмоили Сомони,4.073,14,79.03,4.0,5.0,11,Обычная школа,0,0.4536,0.2473,0.4234,0.3778
978,11,Сино,4.39,18,81.736,3.0,5.0,12,Обычная школа,1,0.4566,0.3527,0.3721,0.2707
979,11,Исмоили Сомони,3.921,14,79.647,5.0,5.0,9,Обычная школа,1,0.365,0.4113,0.411,0.3808
980,11,Шохмансур,4.06,13,78.141,6.0,4.0,9,Лицей/гимназия,1,0.4931,0.3959,0.3553,0.5081
981,11,Исмоили Сомони,3.998,10,73.185,4.0,6.0,12,Обычная школа,1,0.3238,0.2114,0.2454,0.3586
982,11,Фирдавси,4.057,7,71.849,5.0,6.0,12,Обычная школа,0,0.5167,0.4723,0.5119,0.4522
983,11,Исмоили Сомони,4.979,18,87.112,6.0,4.0,5,Лицей/гимназия,1,0.6223,0.3349,0.5585,0.4263
984,11,Шохмансур,3.681,15,83.497,3.0,6.0,9,Обычная школа,0,0.3665,0.1257,0.3702,0.2139
985,11,Фирдавси,4.232,17,86.802,4.0,4.0,11,Обычная школа,1,0.5886,0.4393,0.4688,0.5372
986,11,Сино,3.798,16,85.854,3.0,7.0,8,Обычная школа,0,0.4517,0.331,0.4177,0.412
987,11,Исмоили Сомони,4.721,20,87.294,6.0,4.0,6,Лицей/гимназия,1,0.7144,0.5205,0.5755,0.4942
988,11,Исмоили Сомони,4.052,4,71.817,5.0,5.0,15,Обычная школа,1,0.4358,0.2039,0.1683,0.201
989,11,Фирдавси,4.42,19,90.25,5.0,6.0,6,Лицей/гимназия,1,0.6052,0.4429,0.6588,0.6877
990,11,Сино,4.241,11,79.071,4.0,4.0,13,Лицей/гимназия,0,0.3855,0.2376,0.3287,0.409
991,11,Фирдавси,3.678,12,78.025,3.0,5.0,11,Обычная школа,0,0.301,0.3012,0.2382,0.4048
992,11,Фирдавси,3.872,5,76.706,4.0,5.0,14,Обычная школа,0,0.357,0.2824,0.5342,0.531
993,11,Исмоили Сомони,4.429,10,74.722,5.0,4.0,10,Лицей/гимназия,1,0.5916,0.4643,0.5056,0.3408
994,11,Исмоили Сомони,4.106,11,78.58,5.0,7.0,9,Обычная школа,0,0.306,0.2924,0.3291,0.3767
995,11,Исмоили Сомони,4.387,10,82.301,5.0,4.0,11,Лицей/гимназия,1,0.6163,0.3983,0.7255,0.2864
996,11,Сино,3.671,9,76.502,4.0,7.0,12,Обычная школа,0,0.197,0.1957,0.3349,0.1364
997,11,Исмоили Сомони,4.306,16,83.602,7.0,4.0,7,Лицей/гимназия,1,0.5122,0.4112,0.4189,0.5279
998,11,Сино,4.551,14,83.595,5.0,4.0,5,Лицей/гимназия,1,0.4535,0.3453,0.3956,0.4469
999,11,Фирдавси,3.821,8,81.654,4.0,6.0,10,Обычная школа,1,0.4085,0.1918,0.3769,0.2676
1000,11,Сино,4.824,17,91.547,8.0,3.0,8,Лицей/гимназия,1,0.6449,0.2473,0.4233,0.508
1001,11,Исмоили Сомони,4.391,16,79.91,6.0,4.0,9,Лицей/гимназия,1,0.4626,0.3635,0.4287,0.5878
1002,11,Сино,3.497,6,75.075,3.0,5.0,14,Обычная школа,0,0.3848,0.2279,0.3632,0.3984
1003,11,Фирдавси,3.432,8,78.093,4.0,7.0,11,Обычная школа,0,0.2581,0.1066,0.0867,0.2452
1004,11,Шохмансур,4.006,9,75.442,6.0,7.0,12,Обычная школа,0,0.553,0.2814,0.3763,0.4119
1005,11,Шохмансур,3.648,6,71.233,3.0,6.0,10,Обычная школа,0,0.2631,0.0,0.1119,0.3603
1006,11,Фирдавси,4.239,12,82.593,6.0,5.0,9,Лицей/гимназия,0,0.4169,0.2589,0.1509,0.3734
1007,11,Фирдавси,3.872,10,76.889,3.0,5.0,11,Обычная школа,0,0.2743,0.048,0.2696,0.3913
1008,11,Фирдавси,3.79,10,76.453,3.0,6.0,12,Обычная школа,0,0.2546,0.111,0.1671,0.26
1009,11,Сино,3.778,15,83.396,4.0,6.0,10,Обычная школа,1,0.3212,0.3231,0.1349,0.5399
1010,11,Исмоили Сомони,4.527,12,82.762,5.0,5.0,9,Лицей/гимназия,1,0.511,0.5215,0.6612,0.5411
1011,11,Фирдавси,3.927,9,77.102,5.0,5.0,11,Обычная школа,0,0.376,0.2509,0.1552,0.6018
1012,11,Сино,3.943,17,80.651,5.0,5.0,12,Обычная школа,1,0.4314,0.2993,0.5378,0.1944
1013,11,Сино,4.575,14,77.951,6.0,4.0,11,Лицей/гимназия,1,0.5358,0.3325,0.5093,0.6362
1014,11,Фирдавси,3.605,5,69.179,3.0,7.0,15,Обычная школа,0,0.3202,0.3188,0.3491,0.0491
1015,11,Исмоили Сомони,5.0,14,86.92,6.0,3.0,3,Лицей/гимназия,1,0.7183,0.3589,0.4654,0.4264
1016,11,Исмоили Сомони,3.682,7,70.843,4.0,7.0,15,Обычная школа,0,0.2321,0.1673,0.0813,0.4298
1017,11,Исмоили Сомони,3.484,6,73.707,1.0,8.0,13,Обычная школа,0,0.1642,0.1298,0.135,0.1053
1018,11,Исмоили Сомони,4.177,13,78.031,6.0,6.0,9,Обычная школа,1,0.3834,0.1305,0.4497,0.4353
1019,11,Шохмансур,3.734,9,72.609,3.0,6.0,10,Обычная школа,0,0.4367,0.1866,0.1649,0.3126
1020,11,Фирдавси,4.459,17,85.622,3.0,3.0,11,Обычная школа,1,0.4656,0.2749,0.4164,0.3656
1021,11,Сино,4.282,15,86.168,4.0,5.0,11,Лицей/гимназия,1,0.548,0.4101,0.3278,0.3501
1022,11,Шохмансур,4.132,12,80.045,4.0,6.0,5,Обычная школа,1,0.4189,0.1484,0.4163,0.3721
1023,11,Исмоили Сомони,4.345,12,78.684,5.0,5.0,9,Лицей/гимназия,1,0.5361,0.3109,0.3045,0.2614
1024,11,Фирдавси,4.201,17,83.272,5.0,4.0,12,Обычная школа,1,0.4739,0.3303,0.3889,0.339
1025,11,Фирдавси,4.147,19,86.482,6.0,3.0,5,Лицей/гимназия,1,0.5535,0.3908,0.3923,0.6282
1026,11,Сино,4.393,23,87.474,7.0,5.0,5,Лицей/гимназия,1,0.5542,0.3163,0.4844,0.5669
1027,11,Сино,4.586,20,90.029,6.0,4.0,9,Лицей/гимназия,1,0.6649,0.5913,0.5866,0.6098
1028,11,Сино,4.209,11,75.937,6.0,4.0,12,Обычная школа,0,0.6673,0.3731,0.5555,0.451
1029,11,Сино,3.478,9,76.611,4.0,6.0,13,Обычная школа,0,0.3997,0.1473,0.2065,0.4394
1030,11,Исмоили Сомони,4.624,15,82.36,6.0,3.0,7,Лицей/гимназия,1,0.6239,0.3675,0.2579,0.301
1031,11,Сино,3.98,13,75.569,4.0,6.0,10,Обычная школа,1,0.4315,0.466,0.562,0.2718
1032,11,Шохмансур,3.458,5,68.443,2.0,8.0,13,Обычная школа,0,0.2931,0.0753,0.2423,0.0
1033,11,Фирдавси,3.544,11,74.436,4.0,7.0,12,Обычная школа,0,0.1373,0.1066,0.0,0.3752
1034,11,Фирдавси,4.004,20,88.796,3.0,6.0,6,Обычная школа,1,0.5304,0.4966,0.456,0.2955
1035,11,Сино,4.418,10,71.523,6.0,5.0,9,Лицей/гимназия,1,0.409,0.2773,0.5574,0.391
1036,11,Шохмансур,3.649,7,74.266,3.0,6.0,14,Обычная школа,1,0.2598,0.2039,0.1797,0.3657
1037,11,Фирдавси,3.98,4,69.746,4.0,5.0,13,Обычная школа,0,0.4203,0.4253,0.3846,0.5157
1038,11,Сино,4.159,17,89.347,5.0,4.0,8,Обычная школа,1,0.4357,0.2751,0.5316,0.3721
1039,11,Сино,3.879,13,81.644,4.0,5.0,11,Обычная школа,1,0.3265,0.1394,0.2989,0.3921
1040,11,Сино,3.926,5,76.362,4.0,5.0,12,Обычная школа,0,0.4415,0.272,0.3396,0.415
1041,11,Сино,3.939,11,80.621,3.0,5.0,7,Обычная школа,0,0.4086,0.2822,0.4328,0.4781
1042,11,Шохмансур,3.816,14,83.04,4.0,6.0,10,Обычная школа,1,0.343,0.1246,0.2004,0.5452
1043,11,Шохмансур,4.381,13,86.095,5.0,4.0,8,Лицей/гимназия,0,0.5166,0.3249,0.401,0.4103
1044,11,Шохмансур,3.564,16,86.058,4.0,6.0,8,Обычная школа,0,0.2706,0.1231,0.2396,0.4033
1045,11,Шохмансур,4.359,13,76.673,3.0,5.0,16,Лицей/гимназия,1,0.401,0.2377,0.5753,0.1973
1046,11,Шохмансур,3.949,10,75.618,3.0,6.0,11,Обычная школа,1,0.2279,0.1762,0.2388,0.2543
1047,11,Шохмансур,3.813,13,80.366,3.0,6.0,10,Обычная школа,0,0.165,0.0,0.4059,0.4444
1048,11,Исмоили Сомони,4.086,16,82.475,4.0,5.0,4,Обычная школа,1,0.5259,0.2138,0.3334,0.5069
1049,11,Сино,3.963,10,78.091,3.0,6.0,9,Обычная школа,0,0.4822,0.3403,0.3281,0.3258
1050,11,Фирдавси,4.298,16,82.278,5.0,5.0,6,Лицей/гимназия,1,0.5157,0.4258,0.6405,0.428
1051,11,Исмоили Сомони,4.032,6,70.657,4.0,7.0,11,Обычная школа,0,0.2787,0.0999,0.3977,0.0752
1052,11,Фирдавси,4.319,14,89.935,5.0,6.0,4,Лицей/гимназия,1,0.5707,0.3574,0.4734,0.3828
1053,11,Сино,4.275,21,90.648,6.0,5.0,7,Лицей/гимназия,1,0.6585,0.3276,0.6063,0.424
1054,11,Фирдавси,4.053,14,79.244,6.0,4.0,10,Лицей/гимназия,1,0.5336,0.1914,0.311,0.4286
1055,11,Сино,4.081,16,85.691,6.0,6.0,9,Лицей/гимназия,1,0.5003,0.3077,0.3977,0.5065
1056,11,Фирдавси,4.356,7,77.926,5.0,4.0,12,Лицей/гимназия,1,0.5301,0.3475,0.4789,0.2187
1057,11,Фирдавси,3.809,9,72.961,5.0,4.0,14,Обычная школа,1,0.3889,0.2087,0.2849,0.3684
1058,11,Сино,4.206,5,70.19,5.0,6.0,11,Обычная школа,1,0.4629,0.3317,0.3621,0.367
1059,11,Фирдавси,4.342,9,78.805,7.0,5.0,11,Лицей/гимназия,1,0.5117,0.1333,0.341,0.4413
1060,11,Исмоили Сомони,4.087,9,79.346,5.0,6.0,11,Обычная школа,0,0.4622,0.2413,0.3884,0.3533
1061,11,Сино,4.171,10,76.751,4.0,6.0,13,Обычная школа,0,0.3501,0.1236,0.5709,0.285
1062,11,Фирдавси,4.076,3,64.942,4.0,5.0,15,Обычная школа,0,0.3863,0.2254,0.4002,0.3878
1063,11,Фирдавси,4.518,23,92.348,7.0,3.0,2,Лицей/гимназия,1,0.5448,0.3267,0.5197,0.5692
1064,11,Исмоили Сомони,3.825,9,76.936,4.0,7.0,14,Обычная школа,0,0.4103,0.1418,0.1884,0.3491
1065,11,Сино,4.17,12,79.524,4.0,5.0,11,Обычная школа,1,0.4583,0.1672,0.4661,0.287
1066,11,Исмоили Сомони,3.873,15,81.318,5.0,5.0,12,Обычная школа,1,0.4992,0.3496,0.5594,0.3473
1067,11,Шохмансур,4.043,16,84.914,4.0,7.0,6,Обычная школа,0,0.3054,0.178,0.5157,0.5393
1068,11,Фирдавси,4.164,11,78.033,5.0,4.0,10,Обычная школа,1,0.4732,0.2083,0.4668,0.3019
1069,11,Фирдавси,4.068,5,70.375,5.0,4.0,9,Лицей/гимназия,1,0.2534,0.1685,0.1886,0.4338
1070,11,Шохмансур,4.2,7,70.886,6.0,6.0,12,Обычная школа,1,0.5133,0.3638,0.6813,0.3979
1071,11,Шохмансур,3.955,8,74.418,5.0,5.0,9,Обычная школа,1,0.3279,0.2977,0.2534,0.3517
1072,11,Шохмансур,4.171,20,90.242,6.0,5.0,8,Лицей/гимназия,1,0.3915,0.1519,0.2649,0.4982
1073,11,Сино,4.115,14,78.299,5.0,5.0,11,Обычная школа,0,0.3917,0.3372,0.2567,0.2026
1074,11,Сино,4.338,15,76.69,5.0,5.0,11,Обычная школа,1,0.5051,0.1277,0.3578,0.3002
1075,11,Исмоили Сомони,4.422,8,81.478,4.0,5.0,14,Обычная школа,1,0.4051,0.3175,0.3389,0.4707
1076,11,Фирдавси,4.501,15,76.032,6.0,3.0,12,Лицей/гимназия,1,0.563,0.3438,0.5467,0.4493
1077,11,Сино,3.942,6,71.636,5.0,5.0,13,Обычная школа,0,0.4241,0.2754,0.1608,0.3038
1078,11,Сино,4.375,16,82.357,5.0,4.0,10,Лицей/гимназия,1,0.5333,0.1991,0.3058,0.4779
1079,11,Шохмансур,3.835,7,69.238,4.0,6.0,14,Обычная школа,0,0.3513,0.3479,0.3155,0.2951
1080,11,Сино,4.878,13,82.638,7.0,4.0,8,Лицей/гимназия,1,0.7534,0.478,0.9329,0.4623
1081,11,Шохмансур,4.092,17,86.813,3.0,6.0,9,Обычная школа,1,0.5045,0.485,0.3676,0.4303
1082,11,Исмоили Сомони,3.886,16,85.952,4.0,7.0,6,Обычная школа,1,0.2706,0.1057,0.1212,0.2646
1083,11,Шохмансур,3.649,10,74.355,3.0,6.0,9,Обычная школа,0,0.2896,0.1898,0.3952,0.2867
1084,11,Исмоили Сомони,4.637,15,82.788,6.0,4.0,6,Лицей/гимназия,1,0.6795,0.2547,0.5746,0.3059
1085,11,Шохмансур,4.507,8,76.885,8.0,4.0,12,Лицей/гимназия,1,0.6879,0.4859,0.4912,0.7226
1086,11,Фирдавси,4.206,12,79.645,6.0,5.0,9,Лицей/гимназия,0,0.4513,0.0821,0.5,0.5982
1087,11,Исмоили Сомони,3.495,7,77.606,3.0,6.0,15,Обычная школа,0,0.335,0.2914,0.0,0.4285
1088,11,Исмоили Сомони,4.034,17,85.248,5.0,4.0,8,Лицей/гимназия,1,0.4535,0.3172,0.2459,0.418
1089,11,Сино,3.884,6,72.153,4.0,5.0,13,Обычная школа,0,0.4344,0.4706,0.4957,0.4047
1090,11,Фирдавси,3.731,19,86.503,4.0,6.0,7,Обычная школа,1,0.3246,0.2007,0.3962,0.2821
1091,11,Сино,4.586,21,95.768,6.0,3.0,5,Лицей/гимназия,1,0.6033,0.2966,0.4066,0.5095
1092,11,Шохмансур,3.644,6,72.08,4.0,6.0,11,Обычная школа,0,0.3668,0.1918,0.2968,0.4309
1093,11,Фирдавси,4.584,10,82.917,5.0,4.0,9,Лицей/гимназия,1,0.5779,0.2476,0.7826,0.4927
1094,11,Сино,3.484,10,73.026,4.0,6.0,12,Обычная школа,0,0.4468,0.3856,0.1648,0.4286
1095,11,Шохмансур,3.852,13,77.157,4.0,5.0,14,Обычная школа,0,0.332,0.2536,0.2865,0.3267
1096,11,Сино,4.001,9,82.91,4.0,6.0,12,Обычная школа,1,0.4106,0.1772,0.2843,0.3016
1097,11,Сино,4.5,9,73.88,6.0,5.0,12,Обычная школа,1,0.3977,0.0327,0.3749,0.3977
1098,11,Фирдавси,4.535,15,80.915,5.0,4.0,10,Лицей/гимназия,1,0.4001,0.2289,0.573,0.5545
1099,11,Фирдавси,3.927,10,80.487,6.0,6.0,15,Обычная школа,0,0.3489,0.1528,0.2794,0.4491
1100,11,Сино,3.747,11,78.622,5.0,7.0,10,Обычная школа,1,0.4491,0.2685,0.2293,0.4019
1101,11,Сино,3.974,14,80.618,4.0,5.0,9,Обычная школа,0,0.5057,0.1831,0.3233,0.4336
1102,11,Исмоили Сомони,4.321,14,81.834,4.0,6.0,10,Обычная школа,1,0.4899,0.2512,0.4764,0.4741
1103,11,Сино,3.462,13,78.238,3.0,6.0,8,Обычная школа,1,0.2226,0.1129,0.2963,0.4745
1104,11,Шохмансур,3.921,12,77.298,4.0,5.0,10,Обычная школа,0,0.3372,0.2704,0.3217,0.3518
1105,11,Исмоили Сомони,4.42,12,82.783,4.0,5.0,10,Обычная школа,1,0.3971,0.4114,0.3194,0.3937
1106,11,Фирдавси,4.007,10,71.573,5.0,4.0,9,Обычная школа,1,0.4391,0.3894,0.171,0.3714
1107,11,Сино,4.28,10,72.194,6.0,6.0,9,Обычная школа,1,0.4952,0.4527,0.4612,0.3801
1108,11,Фирдавси,3.704,9,72.371,4.0,6.0,13,Обычная школа,1,0.1129,0.295,0.0,0.2055
1109,11,Исмоили Сомони,4.374,10,80.532,6.0,3.0,12,Лицей/гимназия,1,0.4662,0.2874,0.4838,0.4285
1110,11,Фирдавси,4.206,8,75.027,6.0,6.0,11,Обычная школа,0,0.5095,0.2518,0.4097,0.4421
1111,11,Шохмансур,4.238,17,86.148,7.0,5.0,6,Лицей/гимназия,1,0.5854,0.4015,0.7302,0.419
1112,11,Шохмансур,3.792,6,71.65,5.0,6.0,15,Обычная школа,0,0.3177,0.0,0.1978,0.409
1113,11,Фирдавси,4.077,15,81.958,6.0,4.0,7,Лицей/гимназия,1,0.4553,0.2727,0.3773,0.3994
1114,11,Фирдавси,3.927,6,69.962,5.0,4.0,19,Обычная школа,1,0.4919,0.3023,0.3606,0.2994
1115,11,Исмоили Сомони,4.277,15,83.346,5.0,6.0,7,Обычная школа,1,0.6301,0.3134,0.3419,0.3751
1116,11,Исмоили Сомони,4.43,15,76.089,6.0,4.0,11,Лицей/гимназия,1,0.5034,0.2094,0.4537,0.4628
1117,11,Сино,3.601,7,65.91,4.0,6.0,15,Обычная школа,1,0.2345,0.2042,0.0,0.3139
1118,11,Шохмансур,3.734,9,77.069,4.0,6.0,12,Обычная школа,0,0.2407,0.2073,0.2384,0.0727
1119,11,Фирдавси,3.882,7,72.983,3.0,5.0,11,Обычная школа,0,0.3129,0.0902,0.209,0.3215
1120,11,Сино,4.376,12,76.351,6.0,4.0,15,Лицей/гимназия,1,0.6092,0.3276,0.6091,0.4783
1121,11,Исмоили Сомони,3.601,8,78.698,4.0,6.0,11,Обычная школа,0,0.3329,0.2686,0.1789,0.3319
1122,11,Сино,3.237,8,75.489,2.0,7.0,13,Обычная школа,0,0.1162,0.0,0.0636,0.2458
1123,11,Исмоили Сомони,4.196,3,69.864,4.0,5.0,12,Обычная школа,1,0.3418,0.2824,0.0861,0.5291
1124,11,Сино,4.196,20,88.655,4.0,5.0,1,Обычная школа,1,0.4921,0.3386,0.3431,0.5388
1125,11,Исмоили Сомони,4.222,9,78.621,5.0,4.0,11,Обычная школа,1,0.4305,0.3726,0.2747,0.6808
1126,11,Шохмансур,4.246,8,76.213,5.0,4.0,11,Обычная школа,1,0.3921,0.2053,0.4753,0.3569
1127,11,Исмоили Сомони,4.481,11,78.344,6.0,5.0,10,Лицей/гимназия,1,0.5199,0.1035,0.4392,0.4465
1128,11,Сино,3.743,3,69.93,3.0,7.0,15,Обычная школа,0,0.28,0.2497,0.2745,0.0823
1129,11,Шохмансур,4.33,18,83.127,6.0,4.0,6,Лицей/гимназия,1,0.4087,0.2696,0.4375,0.5391
1130,11,Фирдавси,4.158,11,80.138,5.0,5.0,11,Обычная школа,1,0.3587,0.1473,0.199,0.4552
1131,11,Фирдавси,4.02,11,81.096,3.0,6.0,11,Обычная школа,1,0.4052,0.2807,0.2705,0.2655
1132,11,Фирдавси,3.44,12,72.788,2.0,7.0,14,Обычная школа,1,0.2395,0.1096,0.1989,0.1874
1133,11,Шохмансур,3.669,11,72.106,3.0,5.0,12,Обычная школа,0,0.3458,0.1999,0.1566,0.4238
1134,11,Сино,4.379,9,76.407,5.0,4.0,12,Лицей/гимназия,0,0.4804,0.2211,0.4722,0.4277
1135,11,Шохмансур,3.68,14,77.48,3.0,5.0,11,Обычная школа,0,0.2274,0.0619,0.0,0.2453
1136,11,Фирдавси,3.57,5,71.559,4.0,6.0,16,Обычная школа,1,0.2127,0.0577,0.4835,0.3788
1137,11,Исмоили Сомони,4.144,5,69.661,4.0,4.0,14,Лицей/гимназия,1,0.4982,0.3996,0.5871,0.4544
1138,11,Исмоили Сомони,3.818,8,76.987,4.0,4.0,10,Обычная школа,0,0.3998,0.2727,0.2684,0.4423
1139,11,Шохмансур,3.567,4,71.575,2.0,7.0,14,Обычная школа,0,0.2155,0.1232,0.1463,0.1084
